record_id,title,exclusion_reason,terminal_state,reason_detail,reason_source
2-s2.0-85121859057,Covid-19 misinformation in Portuguese-speaking countries: Agreement with content and associated factors,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Prevalence of belief/agreement with misinfo not content-exposure prevalence,v_300_350.csv
2-s2.0-85124326961,Characterizing polarization in online vaccine discourse—A large-scale study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Polarization/echo-chamber network analysis; no misinfo prevalence,v_100_150.csv
2-s2.0-85126722910,"If you cannot rule them, misinform them! Communication strategies of Italian radical right-wing populist parties during the pandemic","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Descriptive mapping of discursive tactics; no quantitative prevalence estimate,v_550_600.csv
2-s2.0-85128963007,Analysis of Hoaxes about COVID-19 Debunked by Maldita and Colombiacheck: Effects of the Infodemic on the Behavior of Society,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,hoax framing analysis; no prevalence/denominator,v_600_635.csv
2-s2.0-85129203049,Nutrition-Related Information Shared by Latine Influencers: A YouTube Content Analysis,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Qualitative thematic coding of vlogs; no prevalence estimate,v_100_150.csv
2-s2.0-85130610490,Misinformation about the Human Gut Microbiome in YouTube Videos: Cross-sectional Study,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Video quality/reliability assessment; not misinformation prevalence,v_50_100.csv
2-s2.0-85131726850,Fake thumbs in play: A large-scale exploration of false amplification and false diminution in online news comment spaces,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Fake-account amplification study; no misinfo content prevalence estimate,v_500_550.csv
2-s2.0-85132285149,Far-right conspiracy groups on fringe platforms: a longitudinal analysis of radicalization dynamics on Telegram,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Radicalization indicators trend; no misinfo prevalence share,v_450_500.csv
2-s2.0-85132797380,CHARACTERISTICS OF MISINFORMATION IN SOCIAL NETWORKS. COMPARATIVE STUDY OF NEWS DENOUNCED AS HOAXES IN ARGENTINA AND SPAIN DURING 2020,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Qualitative content analysis of hoax characteristics; no prevalence/exposure estimate,v_50_100.csv
2-s2.0-85133684935,Are Mutated Misinformation More Contagious? A Case Study of COVID-19 Misinformation on Twitter,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,mutation-spread relationship; no misinformation prevalence denominator,v_150_200.csv
2-s2.0-85135458831,Socio-demographic Predictors for Misinformation Sharing and Authenticating amidst the COVID-19 Pandemic among Malaysian Young Adults,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Self-reported sharing survey predictors; hypothetical/self-report not observed,v_50_100.csv
2-s2.0-85136066795,Alternative Counter-News Use and Fake News Recall During the COVID-19 Crisis,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,fake-news recall/mediation survey; no content-prevalence estimate,v_600_635.csv
2-s2.0-85136577983,How coordinated link sharing behavior and partisans’ narrative framing fan the spread of COVID-19 misinformation and conspiracy theories,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Coordinated-sharing case study; no overall misinfo prevalence/exposure estimate,v_500_550.csv
2-s2.0-85137890194,Anger can make fake news viral online,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,About virality/anger drivers; no prevalence/exposure/consumption estimate,v_400_450.csv
2-s2.0-85137967485,“Fake news” may have limited effects beyond increasing beliefs in false claims,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Effects of consuming fake news on beliefs, not prevalence/exposure estimate",v_350_400.csv
2-s2.0-85139663696,Infodemics in Mexico: A look at the Animal Político and Verificado fact-checking platforms,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Content analysis of hoax types; no prevalence/exposure estimate,v_50_100.csv
2-s2.0-85140999868,Indexing theory during an emerging health crisis: how U.S. TV news indexed elite perspectives and amplified COVID-19 misinformation,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Content analysis of indexing patterns; no misinfo prevalence proportion,v_300_350.csv
2-s2.0-85144802740,Social media behavior is associated with vaccine hesitancy,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Social media behavior vs hesitancy; no misinfo prevalence share,v_450_500.csv
2-s2.0-85147282388,"Politics, public health, and disinformation: Instagram posts by European far-right parties about COVID-19 vaccines","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,parties mostly neutral; no misinfo prevalence quantified,v_600_635.csv
2-s2.0-85147811544,Are YouTube Videos a Useful and Reliable Source of Information for Patients with Temporomandibular Joint Disorders?,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,YouTube video quality scores; no misinfo prevalence quantified,v_100_150.csv
2-s2.0-85151076269,"Who is who in fact-checked conspiracy theories? Disseminators, sources, and the struggle for authority in polarized environments","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Qualitative who's-who of fact-checked actors; no prevalence estimate,v_550_600.csv
2-s2.0-85152588321,Believability and Harmfulness Shape the Virality of Misleading Social Media Posts,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Regression of virality on believability; no prevalence/exposure estimate,v_250_300.csv
2-s2.0-85159288701,A Study on Information Disorders on Social Networks during the Chilean Social Outbreak and COVID-19 Pandemic,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Diffusion speed/reach comparison, no prevalence/exposure quantity estimate",v_350_400.csv
2-s2.0-85160286512,An analysis of the most viral posts from Ibero-American fact-checkers on Facebook in 2021,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Fact-checker viral posts engagement; not misinfo prevalence,v_450_500.csv
2-s2.0-85162270923,The battleground of COVID-19 vaccine misinformation on Facebook: Fact checkers vs. misinformation spreaders,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Fact-checker vs spreader dynamics; no prevalence share,v_450_500.csv
2-s2.0-85163582822,Examining European Press Coverage of the Covid-19 No-Vax Movement: An NLP Framework,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,NLP analysis of press coverage opposing misinfo; not prevalence/exposure,v_50_100.csv
2-s2.0-85166545309,"Relationships Between Social Media Use, Exposure to Vaccine Misinformation and Online Health Information Seeking Behaviour","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Survey correlations on exposure; no quantitative prevalence estimate,v_200_250.csv
2-s2.0-85167658691,Non-News Websites Expose People to More Political Content Than News Websites: Evidence from Browsing Data in Three Countries,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,prevalence of political content,v_600_635.csv
2-s2.0-85169922225,What Goes Down Must Come Up? Pandemic- Related Misinformation Search Behavior During an Unplanned Facebook Outage,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Search demand behavior; not content-prevalence/exposure estimate,v_450_500.csv
2-s2.0-85178199436,Quantifying the Systematic Bias in the Accessibility and Inaccessibility of Web Scraping Content From URL-Logged Web-Browsing Digital Trace Data,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Methodological bias in web-scraping accessibility, not misinfo prevalence",v_350_400.csv
2-s2.0-85178301568,Fake News in the Post-COVID-19 Era? The Health Disinformation Agenda in Spain,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,"Fact-check content analysis of health hoaxes; about fact-checking agenda, not exposure prevalence",adj_45_90.csv
2-s2.0-85183777415,"Misinformation on COVID-19 Vaccine and Its Associated Factors among Residents in Gondar, Ethiopia, 2022","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Survey of belief/misinformation acceptance,v_50_100.csv
2-s2.0-85186742297,YouTube as a Source of Information on Public Health Ethics,"Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,PHE video quality scores; no misinformation prevalence quantified,v_150_200.csv
2-s2.0-85188289417,"Technology, transmission, trust, and tendency: Detecting trends in COVID-19 related fabricated content of virtual fact-check networks","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Thematic analysis of debunked claims; no prevalence/exposure estimate,v_50_100.csv
2-s2.0-85189142904,"Contents analysis of thyroid cancer-related information uploaded to YouTube by physicians in Korea: endorsing thyroid cancer screening, potentially leading to overdiagnosis","Not eligible on full-text re-reading: wrong construct, no denominator, or not empirical",VERIFY_REJECTED,Content/sentiment analysis of overdiagnosis framing; no misinfo prevalence,v_50_100.csv
